Platform,Post_Type,Post_Content,Post_Timestamp,Likes,Comments,Shares,Impressions,Reach,Engagement_Rate,Audience_Age,Audience_Gender,Audience_Location,Sentiment,Post_Day,Content_Length
LinkedIn,Link,Well run page success one new.,2024-03-03 20:52:08,839,15,97,3755,4606,20.65,21,Male,Kenya,Positive,Sunday,30
LinkedIn,Link,Investment reason hour coach.,2024-03-03 20:45:04,485,434,105,2033,2599,39.4,18,Female,Mayotte,Negative,Sunday,29
Twitter,Video,Remember price stand participant experience.,2024-03-03 20:34:30,723,393,186,8736,2364,55.08,37,Other,Cameroon,Negative,Sunday,44
Instagram,Image,Somebody crime around let.,2024-03-03 20:13:52,306,178,32,4946,3154,16.36,28,Male,Togo,Negative,Sunday,26
Twitter,Link,Keep nature test detail kid to baby.,2024-03-03 19:47:38,457,486,189,5557,3663,30.9,55,Male,Japan,Neutral,Sunday,36
Instagram,Image,Free world important lay.,2024-03-03 19:28:23,853,497,89,2129,1732,83.08,42,Female,Philippines,Neutral,Sunday,25
Twitter,Image,Firm already firm little.,2024-03-03 18:59:36,599,462,105,7296,2903,40.17,26,Other,Portugal,Neutral,Sunday,25
LinkedIn,Link,Likely partner thought avoid.,2024-03-03 18:36:50,277,477,96,1832,4977,17.08,23,Other,Niger,Neutral,Sunday,29
Twitter,Link,Sit three film hour resource participant available.,2024-03-03 18:03:57,721,44,112,9759,3985,22.01,41,Male,Cape Verde,Positive,Sunday,51
LinkedIn,Image,Hold west rest truth big choice.,2024-03-03 17:23:10,122,464,31,9203,2992,20.62,22,Other,Sudan,Positive,Sunday,32
Twitter,Image,Almost check number wish produce.,2024-03-03 16:29:35,486,122,24,5920,4338,14.57,44,Male,Netherlands Antilles,Negative,Sunday,33
Twitter,Link,Someone tonight bring grow each.,2024-03-03 16:01:25,574,354,40,9606,2794,34.65,41,Female,Albania,Neutral,Sunday,32
LinkedIn,Image,Recently college authority while.,2024-03-03 15:29:45,551,150,187,3312,3631,24.46,62,Female,Botswana,Negative,Sunday,33
Facebook,Video,Environmental business per rule data writer need.,2024-03-03 15:16:57,866,391,150,3598,1838,76.55,57,Other,Uruguay,Negative,Sunday,49
Twitter,Link,Herself serve key reach ten trip play.,2024-03-03 15:01:52,428,14,5,8911,2949,15.16,37,Other,Slovakia (Slovak Republic),Positive,Sunday,38
Twitter,Link,Public near sport anything.,2024-03-03 14:46:12,380,399,112,5969,2520,35.36,50,Male,Antigua and Barbuda,Negative,Sunday,27
Facebook,Image,Return face rate movie raise strategy effect difference.,2024-03-03 14:15:19,582,131,183,4807,3184,28.14,27,Other,Zambia,Neutral,Sunday,56
LinkedIn,Video,Easy into opportunity boy mission art news.,2024-03-03 13:10:46,858,18,94,5544,1138,85.24,23,Female,Ecuador,Negative,Sunday,43
Instagram,Link,Challenge board listen human approach member believe seat.,2024-03-03 12:32:49,762,106,29,2057,1199,74.81,25,Other,Paraguay,Negative,Sunday,58
Twitter,Image,Price direction either free reality your executive.,2024-03-03 11:50:31,242,143,49,6948,3475,12.49,29,Other,Kazakhstan,Negative,Sunday,51
Instagram,Image,Doctor book according radio suddenly great.,2024-03-03 10:31:48,104,233,192,7583,3732,14.17,25,Other,Western Sahara,Negative,Sunday,43
Instagram,Image,Tend financial place catch room.,2024-03-03 09:53:53,574,345,24,2181,1027,91.82,22,Male,Chile,Positive,Sunday,32
LinkedIn,Video,Phone third control meet capital else.,2024-03-03 09:49:11,65,294,158,7028,739,69.96,60,Female,Bolivia,Negative,Sunday,38
Facebook,Video,Seven deal generation movie during.,2024-03-03 09:48:03,663,223,130,7264,1616,62.87,32,Female,Monaco,Neutral,Sunday,35
Instagram,Video,Meeting very owner could.,2024-03-03 09:38:19,849,172,153,1583,4792,24.5,19,Other,Samoa,Neutral,Sunday,25
Twitter,Link,True two behind just.,2024-03-03 08:02:28,708,132,164,2524,4580,21.92,22,Female,Seychelles,Neutral,Sunday,21
LinkedIn,Image,Discover fine reflect listen stock.,2024-03-03 07:08:41,234,375,84,1385,2623,26.42,23,Other,Luxembourg,Neutral,Sunday,35
Twitter,Video,Figure claim fire rate.,2024-03-03 05:33:36,213,275,195,7937,1734,39.39,33,Male,Hong Kong,Negative,Sunday,23
Facebook,Image,Our data church plant summer evening rich.,2024-03-03 05:27:11,390,358,82,7573,4259,19.49,30,Female,New Zealand,Negative,Sunday,42
Facebook,Video,Security sing quite edge.,2024-03-03 04:08:51,788,140,68,9069,3134,31.78,29,Female,Bhutan,Negative,Sunday,25
Twitter,Image,Risk bag each real green.,2024-03-03 04:08:13,781,459,97,8671,4851,27.56,29,Male,Grenada,Positive,Sunday,25
Instagram,Link,Offer this hit prevent kid believe.,2024-03-03 03:53:40,110,29,32,3575,2319,7.37,24,Other,Montserrat,Negative,Sunday,35
Facebook,Video,Smile budget use.,2024-03-03 03:18:47,430,236,119,4199,1739,45.14,62,Male,Austria,Positive,Sunday,17
Twitter,Video,Dog son and enjoy nearly.,2024-03-03 02:19:57,175,245,112,7538,4429,12.01,57,Male,Bahamas,Positive,Sunday,25
LinkedIn,Video,Serious over right good should important marriage.,2024-03-03 01:54:32,909,330,146,3859,1811,76.48,30,Female,Estonia,Neutral,Sunday,50
Instagram,Image,Difference president election listen wind possible herself.,2024-03-03 01:47:12,404,473,49,8115,3075,30.11,23,Other,Paraguay,Positive,Sunday,59
Twitter,Image,Mouth worry player board news design against new.,2024-03-03 01:11:22,103,72,6,4852,4018,4.5,36,Female,Syrian Arab Republic,Negative,Sunday,49
Facebook,Image,Operation person power.,2024-03-03 00:54:13,799,327,80,7674,2497,48.3,33,Male,Congo,Positive,Sunday,23
LinkedIn,Link,Company sea national.,2024-03-02 23:09:16,259,498,35,7238,2564,30.89,25,Female,Bouvet Island (Bouvetoya),Positive,Saturday,21
Twitter,Video,As amount perhaps close.,2024-03-02 22:04:30,537,238,96,2129,2680,32.5,55,Male,South Africa,Positive,Saturday,24
LinkedIn,Video,Quite room ahead moment yourself brother specific.,2024-03-02 21:55:26,250,209,47,6799,1827,27.7,19,Other,Togo,Negative,Saturday,50
LinkedIn,Image,Run operation issue.,2024-03-02 20:25:30,881,250,78,1456,3181,38.01,44,Female,Ghana,Neutral,Saturday,20
LinkedIn,Video,Brother expert south simply morning necessary.,2024-03-02 20:24:27,533,106,71,5683,1391,51.04,65,Other,Tunisia,Negative,Saturday,46
LinkedIn,Video,Become meet run husband simply.,2024-03-02 19:08:58,198,126,88,1281,4050,10.17,53,Other,Paraguay,Negative,Saturday,31
Instagram,Image,Suffer especially material along believe opportunity nice story.,2024-03-02 18:49:56,805,97,102,1513,3518,28.54,29,Female,Norfolk Island,Positive,Saturday,64
LinkedIn,Video,Agency your per nor put site movement.,2024-03-02 18:41:17,423,196,148,4210,2064,37.16,20,Other,Burundi,Positive,Saturday,38
Facebook,Image,Agreement half newspaper.,2024-03-02 17:55:12,458,184,122,8623,1928,39.63,59,Other,Brunei Darussalam,Positive,Saturday,25
Facebook,Image,Situation among voice decade.,2024-03-02 13:33:48,883,478,101,1981,2065,70.8,50,Other,Bouvet Island (Bouvetoya),Neutral,Saturday,29
Twitter,Link,Identify number order stage role race owner language.,2024-03-02 13:31:41,249,327,29,8323,4624,13.08,33,Female,Poland,Positive,Saturday,53
Facebook,Link,Work go particular grow sister.,2024-03-02 12:53:54,133,255,46,5287,1491,29.11,21,Female,Saudi Arabia,Neutral,Saturday,31
Facebook,Image,Program city red deep choose contain economy.,2024-03-02 12:48:39,994,153,101,4939,2052,60.82,28,Male,Russian Federation,Positive,Saturday,45
Instagram,Link,A right will.,2024-03-02 12:05:55,144,249,79,3973,2040,23.14,32,Other,Armenia,Negative,Saturday,13
Instagram,Image,Tax various several attack drug anyone.,2024-03-02 11:31:01,301,423,100,1219,4450,18.52,25,Other,Antigua and Barbuda,Negative,Saturday,39
Facebook,Link,Day culture Mr perform medical behavior best.,2024-03-02 11:02:59,418,249,105,1854,4525,17.06,19,Female,Bulgaria,Positive,Saturday,45
Twitter,Video,Down fish physical financial wide.,2024-03-02 05:52:43,2,219,87,5026,783,39.34,45,Female,Swaziland,Neutral,Saturday,34
Twitter,Video,Company around measure culture.,2024-03-02 04:44:20,821,149,96,3451,1302,81.87,27,Male,Saint Martin,Negative,Saturday,31
Twitter,Image,Detail board why marriage film save voice.,2024-03-02 01:53:08,174,380,184,2490,1520,48.55,59,Male,Holy See (Vatican City State),Neutral,Saturday,42
Twitter,Image,Degree somebody cell nothing me image security realize.,2024-03-02 01:42:54,816,387,177,8529,3522,39.18,44,Other,Iceland,Neutral,Saturday,55
Instagram,Link,Condition happen better decade southern lose.,2024-03-02 00:45:40,403,339,197,5466,3659,25.66,18,Other,Australia,Neutral,Saturday,45
Facebook,Image,Box drug choose arm me ask.,2024-03-02 00:27:02,550,481,67,2625,4465,24.59,24,Other,Mexico,Positive,Saturday,27
Facebook,Video,Environment garden force good win gun source.,2024-03-02 00:18:47,1000,359,59,7965,2620,54.12,25,Female,El Salvador,Positive,Saturday,45
Facebook,Link,Appear now music morning member.,2024-03-01 23:11:34,335,169,198,6165,4290,16.36,49,Female,Nauru,Negative,Friday,32
Instagram,Video,Care late tend today just you.,2024-03-01 22:39:31,676,443,178,6270,3764,34.46,46,Other,Brunei Darussalam,Positive,Friday,30
Facebook,Link,Only local seat wife.,2024-03-01 21:00:33,671,412,186,6577,4988,25.44,40,Female,Netherlands,Negative,Friday,21
LinkedIn,Image,Operation home stage western investment.,2024-03-01 20:24:03,515,213,115,9907,4675,18.03,36,Other,British Indian Ocean Territory (Chagos Archipelago),Positive,Friday,40
Instagram,Video,Business necessary meeting own.,2024-03-01 19:47:51,566,360,153,5093,1607,67.14,52,Male,India,Positive,Friday,31
Twitter,Video,Task change site whole popular type.,2024-03-01 19:27:27,275,30,143,9575,2188,20.48,57,Other,Liechtenstein,Positive,Friday,36
Twitter,Link,Represent movement beat partner finish reality.,2024-03-01 19:23:28,784,480,57,6274,4642,28.46,23,Other,Gabon,Neutral,Friday,47
Instagram,Link,Purpose concern clearly road lawyer image.,2024-03-01 19:15:26,678,139,89,1957,3450,26.26,45,Female,Portugal,Positive,Friday,42
LinkedIn,Link,Along fund adult interest organization drug.,2024-03-01 18:46:41,554,412,121,4728,2765,39.31,42,Female,Thailand,Negative,Friday,44
Twitter,Link,Major art right recognize work appear.,2024-03-01 18:16:20,742,189,87,3270,2088,48.75,63,Other,Rwanda,Neutral,Friday,38
Twitter,Video,Customer bar real reveal should new west.,2024-03-01 17:35:05,869,108,22,7473,1051,95.05,56,Female,Macao,Positive,Friday,41
Instagram,Image,Material seat because card.,2024-03-01 17:30:18,681,276,15,9752,2903,33.48,25,Male,New Caledonia,Positive,Friday,27
LinkedIn,Video,Power rich effect agency avoid low represent possible.,2024-03-01 17:09:44,320,104,101,1721,2282,23.01,45,Other,Seychelles,Positive,Friday,54
Instagram,Image,What in black.,2024-03-01 14:45:04,514,383,70,5996,3135,30.85,49,Male,Micronesia,Positive,Friday,14
Instagram,Link,Issue much over.,2024-03-01 14:24:06,865,302,81,7352,4488,27.81,33,Female,Madagascar,Positive,Friday,16
Instagram,Link,Nor source common beautiful.,2024-03-01 14:10:59,940,329,15,3328,3521,36.47,57,Female,Western Sahara,Positive,Friday,28
Instagram,Video,Use deep adult speak.,2024-03-01 14:06:55,654,394,65,4832,3610,30.83,18,Female,Suriname,Negative,Friday,21
Facebook,Link,Ago concern child most behavior example tell beautiful.,2024-03-01 13:00:06,958,151,82,3800,4818,24.72,26,Female,Heard Island and McDonald Islands,Positive,Friday,55
Facebook,Video,Amount mind sell that over someone stuff section.,2024-03-01 12:56:41,187,33,129,1295,3429,10.18,26,Other,Svalbard & Jan Mayen Islands,Negative,Friday,49
Instagram,Image,Hospital central article.,2024-03-01 12:08:20,530,384,44,6216,2917,32.84,48,Other,New Zealand,Negative,Friday,25
Twitter,Link,Little baby town doctor idea today throw manager.,2024-03-01 11:17:31,462,311,59,1679,1250,66.56,23,Other,Saint Barthelemy,Positive,Friday,49
Facebook,Link,Record throw wish charge base maybe sort without.,2024-03-01 11:14:41,333,35,163,2208,3730,14.24,63,Male,Tunisia,Positive,Friday,49
LinkedIn,Video,Election far chair specific parent wife.,2024-03-01 10:46:50,684,131,9,3741,4085,20.17,27,Other,Cook Islands,Negative,Friday,40
Instagram,Image,Mother serve pretty.,2024-03-01 09:46:00,293,164,28,8316,2505,19.36,31,Female,Togo,Neutral,Friday,20
Facebook,Link,Attack participant try no next hear behavior door.,2024-03-01 09:37:01,75,400,121,9274,2312,25.78,26,Other,Netherlands,Neutral,Friday,50
Instagram,Video,Despite if similar hard protect wear.,2024-03-01 08:44:14,375,271,94,4539,4475,16.54,57,Female,Oman,Neutral,Friday,37
LinkedIn,Video,Rate television production turn.,2024-03-01 08:40:02,334,332,138,5546,4860,16.54,26,Female,Ghana,Positive,Friday,32
Twitter,Link,Plant specific its final determine.,2024-03-01 08:27:29,56,499,187,4168,3819,19.43,52,Other,Latvia,Neutral,Friday,35
Instagram,Link,Watch important language realize send.,2024-03-01 08:07:04,53,355,194,3831,907,66.37,34,Other,Nauru,Negative,Friday,38
LinkedIn,Link,Majority none kid group wonder campaign.,2024-03-01 07:33:48,50,378,157,9591,2567,22.79,39,Male,Andorra,Neutral,Friday,40
Instagram,Video,Administration audience conference benefit.,2024-03-01 07:08:00,826,483,28,3583,3844,34.78,46,Male,Cook Islands,Negative,Friday,43
LinkedIn,Video,Nothing understand election body piece star relationship.,2024-03-01 06:50:44,704,76,96,2429,1287,68.07,34,Male,Guam,Neutral,Friday,57
Twitter,Video,True none threat growth.,2024-03-01 06:40:20,586,85,133,6292,1573,51.11,49,Other,Saint Kitts and Nevis,Negative,Friday,24
Instagram,Link,Seat message return culture.,2024-03-01 06:04:31,128,249,55,4867,1945,22.21,30,Male,Liberia,Positive,Friday,28
Instagram,Link,Identify must sell project quality where may better.,2024-03-01 05:37:27,257,165,79,1370,4471,11.21,59,Male,Haiti,Negative,Friday,52
Facebook,Image,Age foreign everybody explain.,2024-03-01 05:08:51,425,60,96,7418,3119,18.63,43,Male,Brunei Darussalam,Positive,Friday,30
Facebook,Link,Public within minute board.,2024-03-01 05:08:50,830,319,176,6330,4945,26.79,54,Other,New Zealand,Negative,Friday,27
Facebook,Video,Pm ground two power surface.,2024-03-01 04:15:38,667,159,103,7823,962,96.57,52,Other,Algeria,Negative,Friday,28
Twitter,Link,Experience easy big its hour make nature.,2024-03-01 03:17:55,487,306,4,9704,4038,19.74,41,Other,Ethiopia,Neutral,Friday,41
LinkedIn,Video,What international impact cost particularly sound past.,2024-03-01 02:56:32,236,138,164,3148,2827,19.03,39,Male,Bolivia,Negative,Friday,55
Twitter,Link,Expert name spring on.,2024-03-01 01:42:06,254,441,146,2786,4678,17.98,61,Other,Guernsey,Neutral,Friday,22
Facebook,Video,Account believe recently industry wish know.,2024-03-01 00:52:01,781,265,40,1262,1778,61.08,56,Female,Cambodia,Positive,Friday,44
Instagram,Video,Boy walk so half size thought reveal.,2024-03-01 00:31:07,435,215,123,9765,2892,26.73,65,Female,Colombia,Positive,Friday,37
Facebook,Video,Should little skill available standard ten together back.,2024-02-29 23:44:52,138,353,76,6537,1842,30.78,46,Female,Luxembourg,Positive,Thursday,57
Twitter,Video,Mean occur fund beautiful skin believe.,2024-02-29 21:54:56,561,21,115,6502,3850,18.1,18,Female,Israel,Negative,Thursday,39
Twitter,Link,Water your debate from research president.,2024-02-29 21:32:37,873,116,60,3692,2109,49.74,47,Other,Turks and Caicos Islands,Neutral,Thursday,42
Facebook,Image,Cause best federal third.,2024-02-29 21:31:26,392,373,177,4804,4374,21.54,65,Male,Monaco,Negative,Thursday,25
Instagram,Image,Less whole purpose six morning short bed.,2024-02-29 21:19:21,395,464,89,8014,3816,24.84,32,Female,Norfolk Island,Negative,Thursday,41
Instagram,Link,Interview little few old second treat music peace.,2024-02-29 20:42:22,374,288,78,3189,921,80.35,21,Female,Saint Barthelemy,Neutral,Thursday,50
Facebook,Video,I bed third movie mind stage.,2024-02-29 20:31:46,210,365,114,5306,1759,39.17,56,Other,Sierra Leone,Negative,Thursday,29
Facebook,Link,Group society power break.,2024-02-29 20:18:38,387,215,24,6506,3069,20.4,60,Male,Venezuela,Positive,Thursday,26
Instagram,Link,Success pick exactly forget back soldier when.,2024-02-29 18:58:09,42,369,48,5321,1939,23.67,48,Male,Cameroon,Neutral,Thursday,46
LinkedIn,Image,Maintain quickly when move understand.,2024-02-29 18:20:54,961,291,131,3785,3429,40.33,45,Other,Netherlands Antilles,Neutral,Thursday,38
Instagram,Video,Coach time partner think.,2024-02-29 17:48:55,980,187,55,2084,3202,38.16,30,Other,Zimbabwe,Positive,Thursday,25
Twitter,Image,Form son light.,2024-02-29 17:24:50,285,403,22,2293,2470,28.74,39,Female,Thailand,Neutral,Thursday,15
LinkedIn,Link,Series allow detail high research newspaper experience.,2024-02-29 17:10:57,780,141,29,4802,1287,73.82,37,Other,Sweden,Positive,Thursday,55
Facebook,Link,Exactly he design hold.,2024-02-29 17:08:17,578,379,9,1367,2717,35.55,56,Other,Cocos (Keeling) Islands,Negative,Thursday,23
Facebook,Image,Air space tax morning eight street.,2024-02-29 16:25:02,517,335,75,5803,1808,51.27,63,Male,French Guiana,Negative,Thursday,35
Twitter,Link,Rich somebody modern else throw yourself cup.,2024-02-29 15:34:33,190,457,125,7202,781,98.85,48,Female,Finland,Negative,Thursday,45
Instagram,Image,Morning indicate sell now benefit game financial.,2024-02-29 13:36:21,891,25,150,8650,2494,42.74,33,Female,Latvia,Neutral,Thursday,49
Twitter,Image,Song community oil seek.,2024-02-29 12:12:49,174,294,195,8110,2830,23.43,43,Male,Svalbard & Jan Mayen Islands,Neutral,Thursday,24
Instagram,Link,How alone wrong enter political.,2024-02-29 12:03:54,878,147,53,2977,3732,28.89,43,Female,Suriname,Neutral,Thursday,32
Twitter,Video,Image commercial past company modern work listen.,2024-02-29 11:35:54,941,408,40,6874,2923,47.52,61,Female,Armenia,Neutral,Thursday,49
LinkedIn,Video,Artist whole focus lot.,2024-02-29 10:34:08,665,205,94,9967,4194,22.99,27,Male,Montserrat,Negative,Thursday,23
Twitter,Video,I reflect network.,2024-02-29 09:46:34,579,297,109,4904,3597,27.38,48,Male,Namibia,Neutral,Thursday,18
Facebook,Image,Mouth building foot page.,2024-02-29 09:40:55,880,146,86,9399,3465,32.09,46,Male,Sudan,Negative,Thursday,25
LinkedIn,Image,Knowledge over whole brother treatment social realize play.,2024-02-29 09:07:49,926,19,55,7583,3926,25.47,25,Male,Romania,Positive,Thursday,59
Instagram,Video,Every someone just tend beyond move prove.,2024-02-29 07:58:48,512,282,192,9488,2393,41.2,56,Other,Venezuela,Neutral,Thursday,42
Instagram,Image,She up paper.,2024-02-29 07:15:47,547,203,124,2468,3241,26.97,63,Other,Guam,Neutral,Thursday,13
Facebook,Image,Each morning reason.,2024-02-29 06:51:38,376,193,136,6599,769,91.68,50,Female,Switzerland,Neutral,Thursday,20
